quote,author,tags,cleaned_quote,cleaned_author
"“Dreams are always crushing when they don't come true. But it's the simple dreams that are often the most painful because they seem so personal, so reasonable, so attainable. You're always close enough to touch, but never quite close enough to hold and it's enough to break your heart.”","Nicholas Sparks,",[],dream always crushing dont come true simple dream often painful seem personal reasonable attainable youre always close enough touch never quite close enough hold enough break heart,nicholas spark
"“Demon pox, oh demon poxJust how is it acquired?One must go down to the bad part of townUntil one is very tired.Demon pox, oh demon pox, I had it all alongâ€”Not the pox, you foolish blocks,I mean this very songâ€”For I was right, and you were wrong!""""Will!"" Charlotte shouted over the noise, ""Have you LOST YOUR MIND? CEASE THAT INFERNAL RACKET! Jemâ€”"" Jem, rising to his feet, clapped his hands over Will's mouth. ""Do you promise to be quiet?"" he hissed into his friend's ear.Will nodded, blue eyes blazing. Tessa was staring at him in amazement; they all were. She had seen Will many thingsâ€”amused, bitter, condescending, angry, pityingâ€”but never giddy before.Jem let him go. ""All right, then.""Will slid to the floor, his back against the armchair, and threw up his arms. ""A demon pox on all your houses!"" he announced, and yawned.""Oh, God, weeks of pox jokes,"" said Jem. ""We're in for it now.”","Cassandra Clare,",[],demon pox oh demon poxjust acquiredone must go bad part townuntil one tireddemon pox oh demon pox alongnot pox foolish blocksi mean songfor right wrongwill charlotte shouted noise lost mind cease infernal racket jem jem rising foot clapped hand will mouth promise quiet hissed friend earwill nodded blue eye blazing tessa staring amazement seen many thingsamused bitter condescending angry pityingbut never giddy beforejem let go right thenwill slid floor back armchair threw arm demon pox house announced yawnedoh god week pox joke said jem,cassandra clare
"“We dream to give ourselves hope. To stop dreaming - well, thatâ€™s like saying you can never change your fate.”","Amy Tan,",[],dream give hope stop dreaming well thats like saying never change fate,amy tan
"“Nothing travels faster than the speed of light, with the possible exception of bad news, which obeys its own special laws.”","Douglas Adams,",[],nothing travel faster speed light possible exception bad news obeys special law,douglas adam
"“In one aspect, yes, I believe in ghosts, but we create them. We haunt ourselves.”","Laurie Halse Anderson,",[],one aspect yes believe ghost create haunt,laurie halse anderson
“Fashion is a form of ugliness so intolerable that we have to alter it every six months.”,Oscar Wilde,[],fashion form ugliness intolerable alter every six month,oscar wilde
“Great minds discuss ideas. Average minds discuss events. Small minds discuss people.”,Henry Thomas Buckle,[],great mind discus idea average mind discus event small mind discus people,henry thomas buckle
"“I don't mind making jokes, but I don't want to look like one.”",Marilyn Monroe,[],dont mind making joke dont want look like one,marilyn monroe
"“Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.”",Marie Curie,[],nothing life feared understood time understand may fear less,marie curie
“A small but noteworthy note. I've seen so many young men over the years who think they're running at other young men. They are not. They are running at me.”,"Markus Zusak,",[],small noteworthy note ive seen many young men year think theyre running young men running,markus zusak
“I'm happy. Which often looks like crazy.”,"David Henry Hwang,",[],im happy often look like crazy,david henry hwang
"“I guess that's what saying good-bye is always like--like jumping off an edge. The worst part is making the choice to do it. Once you're in the air, there's nothing you can do but let go.”","Lauren Oliver,",[],guess thats saying goodbye always likelike jumping edge worst part making choice youre air there nothing let go,lauren oliver
“Most men would rather deny a hard truth than face it.”,"George R.R. Martin,",[],men would rather deny hard truth face,george rr martin
“Men go to far greater lengths to avoid what they fear than to obtain what they desire.”,"Dan Brown,",[],men go far greater length avoid fear obtain desire,dan brown
“Life is either a daring adventure or nothing at all.”,"Helen Keller,",[],life either daring adventure nothing,helen keller
“He felt that his whole life was some kind of dream and he sometimes wondered whose it was and whether they were enjoying it.”,"Douglas Adams,",[],felt whole life kind dream sometimes wondered whose whether enjoying,douglas adam
"“There is a pleasure in the pathless woods,There is a rapture on the lonely shore,There is society, where none intrudes,By the deep sea, and music in its roar:I love not man the less, but Nature more”",Lord Byron,[],pleasure pathless woodsthere rapture lonely shorethere society none intrudesby deep sea music roari love man less nature,lord byron
